#name	name2
NM_001193348	MEF2C
NM_001193347	MEF2C
NM_002397	MEF2C
NM_001892	CSNK1A1
NM_001025105	CSNK1A1
NM_024007	EBF1
NM_004174	SLC9A3
NM_001044	SLC6A3
NM_004394	DAP
NM_003432	ZNF131
NM_001203246	GPBP1
NM_001127235	GPBP1
NM_022913	GPBP1
NM_001799	CDK7
NR_033417	GTF2H2B
NM_018429	BDP1
NM_001256576	ENC1
NM_003633	ENC1
NM_001256575	ENC1
NM_001256574	ENC1
NR_046318	ENC1
NM_006467	POLR3G
NM_005246	FER
NM_001077654	TNFAIP8
NM_014423	AFF4
NM_006696	BRD8
NM_139199	BRD8
NM_001164326	BRD8
NM_005219	DIAPH1
NM_001079812	DIAPH1
NM_001204265	NR3C1
NM_001204264	NR3C1
NM_001024094	NR3C1
NM_001204258	NR3C1
NM_001204263	NR3C1
NM_001204262	NR3C1
NM_000176	NR3C1
NM_001204261	NR3C1
NM_001204260	NR3C1
NM_001204259	NR3C1
NM_001018076	NR3C1
NM_001018075	NR3C1
NM_001018074	NR3C1
NM_001018077	NR3C1
NM_001020825	NR3C1
NM_001040006	TCERG1
NM_006706	TCERG1
NM_001804	CDX1
NM_004045	ATOX1
NM_014757	MAML1
NM_001135044	MAPK9
NM_002752	MAPK9
NM_139070	MAPK9
NM_139069	MAPK9
NM_139068	MAPK9
NM_198253	TERT
NM_001193376	TERT
NM_016358	IRX4
NM_001134222	IRX2
NM_033267	IRX2
NM_024337	IRX1
NM_032286	MED10
NM_001047	SRD5A1
NM_006713	SUB1
NM_000958	PTGER4
NM_032587	CARD6
NM_002202	ISL1
NM_001127236	GPBP1
NM_000082	ERCC8
NM_031966	CCNB1
NM_003187	TAF9
NM_016283	TAF9
NM_001015892	TAF9
NM_001015891	TAF9
NM_001042490	GTF2H2D
NM_001098728	GTF2H2C
NM_001515	GTF2H2
NM_152625	ZNF366
NM_001037637	BTF3
NM_001207	BTF3
NM_005242	F2RL1
NM_152405	JMY
NM_032567	SPZ1
NM_014733	ZFYVE16
NM_001105251	ZFYVE16
NR_030741	MIR9-2
NM_005654	NR2F1
NM_153216	POU5F2
NM_139164	STARD4
NM_014350	TNFAIP8
NM_002198	IRF1
NM_000879	IL5
NM_172348	IL4
NM_000589	IL4
NM_002188	IL13
NM_201634	TCF7
NM_201632	TCF7
NM_213648	TCF7
NM_001134851	TCF7
NM_003202	TCF7
NR_033449	TCF7
NM_002653	PITX1
NM_006161	NEUROG1
NM_001001420	SMAD5
NM_001001419	SMAD5
NM_005903	SMAD5
NM_001964	EGR1
NM_198282	TMEM173
NM_005859	PURA
NM_002622	PFDN1
NM_001253764	SRA1
NR_045587	SRA1
NR_045586	SRA1
NM_001035235	SRA1
NR_026704	VTRNA1-2
NR_026703	VTRNA1-1
NM_005642	TAF7
NM_003883	HDAC3
NM_032420	PCDH1
NM_002587	PCDH1
NM_001144892	FGF1
NM_001144935	FGF1
NM_033137	FGF1
NM_001257212	FGF1
NM_001257211	FGF1
NM_001257210	FGF1
NM_001257209	FGF1
NM_033136	FGF1
NM_000800	FGF1
NM_001144934	FGF1
NM_001257208	FGF1
NM_001257207	FGF1
NM_001257206	FGF1
NM_001257205	FGF1
NM_002700	POU4F3
NM_054023	SCGB3A2
NM_005211	CSF1R
NM_015981	CAMK2A
NM_171825	CAMK2A
NM_001135245	TCOF1
NM_001135244	TCOF1
NM_000356	TCOF1
NM_001135243	TCOF1
NM_001195141	TCOF1
NM_001008657	TCOF1
NM_002084	GPX3
NM_004821	HAND1
NM_004779	CNOT8
NM_001100816	MED7
NM_004270	MED7
NM_178424	SOX30
NM_007017	SOX30
NM_002187	IL12B
NM_004219	PTTG1
NM_012188	FOXI1
NM_144769	FOXI1
NM_021025	TLX3
NM_002520	NPM1
NM_199185	NPM1
NM_001037738	NPM1
NM_004417	DUSP1
NM_001166176	NKX2-5
NM_001166175	NKX2-5
NM_004387	NKX2-5
NM_002449	MSX2
NM_003085	SNCB
NM_001001502	SNCB
NM_006261	PROP1
NM_031266	HNRNPAB
NM_004499	HNRNPAB
NM_005649	ZNF354A
NM_001142298	SQSTM1
NM_001142299	SQSTM1
NM_003900	SQSTM1
NM_182925	FLT4
NM_002020	FLT4
NM_001136017	CCND3
NM_001136126	CCND3
NM_001105568	KIF13A
NM_001105567	KIF13A
NM_001105566	KIF13A
NM_022113	KIF13A
NM_001261823	SUPT3H
NM_003599	SUPT3H
NM_181356	SUPT3H
NM_003188	MAP3K7
NM_014942	ANKRD6
NM_145333	MAP3K7
NM_145332	MAP3K7
NM_145331	MAP3K7
NM_001242809	ANKRD6
NM_001242813	ANKRD6
NM_007124	UTRN
NM_001122742	ESR1
NM_002460	IRF4
NR_046000	IRF4
NM_018303	EXOC2
NM_001195286	IRF4
NM_000904	NQO2
NM_001168344	RREB1
NM_001003699	RREB1
NM_001003698	RREB1
NM_001003700	RREB1
NM_004752	GCM2
NM_002114	HIVEP1
NM_001128164	ATXN1
NM_000332	ATXN1
NM_005124	NUP153
NM_001243423	KIF13A
NM_001243076	E2F3
NM_001949	E2F3
NM_003447	ZNF165
NM_025256	EHMT2
NM_006709	EHMT2
NM_145899	HMGA1
NM_145905	HMGA1
NM_145901	HMGA1
NM_145902	HMGA1
NM_002131	HMGA1
NM_145903	HMGA1
NM_006238	PPARD
NM_001171820	PPARD
NM_001171819	PPARD
NM_001171818	PPARD
NM_177435	PPARD
NR_036610	SRSF3
NM_003017	SRSF3
NM_001315	MAPK14
NM_139014	MAPK14
NM_139013	MAPK14
NM_139012	MAPK14
NM_001012426	FOXP4
NM_007162	TFEB
NM_138457	FOXP4
NM_001012427	FOXP4
NM_001167827	TFEB
NM_033502	TRERF1
NM_004348	RUNX2
NM_001024630	RUNX2
NM_001015051	RUNX2
NM_005822	RCAN2
NM_001251974	RCAN2
NM_001251973	RCAN2
NM_172238	TFAP2D
NM_170724	PKHD1
NM_138694	PKHD1
NM_002395	ME1
NM_001080508	TBX18
NM_021813	BACH2
NM_001170794	BACH2
NM_012115	CASP8AP2
NM_001137668	CASP8AP2
NM_001137667	CASP8AP2
NM_001242811	ANKRD6
NM_001242814	ANKRD6
NM_015323	UFL1
NM_001455	FOXO3
NM_201559	FOXO3
NM_138408	GTF3C6
NM_001105206	LAMA4
NM_001105207	LAMA4
NM_002290	LAMA4
NM_017696	MCM9
NM_000165	GJA1
NM_001143676	SGK1
NM_001161656	MYB
NM_001130173	MYB
NM_001130172	MYB
NM_005375	MYB
NM_001161660	MYB
NM_001161659	MYB
NM_001161658	MYB
NM_001161657	MYB
NM_006734	HIVEP2
NM_015093	TAB2
NM_000125	ESR1
NM_001122740	ESR1
NM_001122741	ESR1
NM_016020	TFB1M
NM_020245	TULP4
NM_207118	GTF2H5
NM_001178088	SYNJ2
NM_003898	SYNJ2
NM_001007466	TULP4
NM_152858	WTAP
NM_152857	WTAP
NM_004906	WTAP
NM_003057	SLC22A1
NM_153187	SLC22A1
NM_001452	FOXF2
NM_033260	FOXQ1
NM_001453	FOXC1
NM_003804	RIPK1
NM_003220	TFAP2A
NM_001042425	TFAP2A
NM_001032280	TFAP2A
NM_001546	ID4
NM_003107	SOX4
NM_000948	PRL
NM_001163558	PRL
NM_001160094	ACOT13
NM_018473	ACOT13
NM_015895	GMNN
NM_001251991	GMNN
NM_001251990	GMNN
NM_001251989	GMNN
NM_013375	ABT1
NM_024639	ZNF322
NM_001242798	ZNF322
NM_001242797	ZNF322
NM_001242799	ZNF322
NM_025231	ZSCAN16
NM_006298	ZNF192
NM_001199480	ZNF193
NM_001135216	ZNF323
NM_001184743	PGBD1
NM_019110	ZKSCAN4
NM_001111039	ZNF187
NM_001023560	ZNF187
NM_001199479	ZNF193
NM_006299	ZNF193
NM_030899	ZNF323
NM_152736	ZNF187
NM_032507	PGBD1
NM_001243244	ZNF323
NM_001243243	ZNF323
NM_001243242	ZNF323
NM_001243241	ZNF323
NM_001012455	ZSCAN23
NR_028077	ZSCAN12
NM_001163391	ZSCAN12
NM_024493	ZKSCAN3
NM_001242895	ZKSCAN3
NM_001242894	ZKSCAN3
NM_052923	SCAND3
NM_021904	GABBR1
NM_021903	GABBR1
NM_001470	GABBR1
NM_018950	HLA-F
NM_001098478	HLA-F
NM_001109809	ZFP57
NM_001098479	HLA-F
NM_002127	HLA-G
NM_002116	HLA-A
NM_001242758	HLA-A
NM_014596	ZNRD1
NM_170783	ZNRD1
NM_005516	HLA-E
NM_001517	GTF2H4
NM_203289	POU5F1
NM_001173531	POU5F1
NM_002701	POU5F1
NM_007109	TCF19
NM_001077511	TCF19
NM_005514	HLA-B
NM_002117	HLA-C
NM_001243042	HLA-C
NM_000594	TNF
NM_001144963	NFKBIL1
NM_005007	NFKBIL1
NM_001144962	NFKBIL1
NM_001144961	NFKBIL1
NM_001320	CSNK2B
NM_005345	HSPA1A
NM_002904	RDBP
NM_004381	ATF6B
NM_001136153	ATF6B
NM_172197	AGER
NM_002586	PBX2
NM_001206936	AGER
NM_001206966	AGER
NR_038190	AGER
NM_001136	AGER
NM_001206929	AGER
NM_001206954	AGER
NM_001206940	AGER
NM_001206932	AGER
NM_001206934	AGER
NM_001243961	HLA-DQB1
NM_002123	HLA-DQB1
NM_000593	TAP1
NM_001199456	BRD2
NM_005104	BRD2
NM_001113182	BRD2
NM_001199455	BRD2
NR_037625	BRD2
NM_001141969	DAXX
NM_001141970	DAXX
NM_001350	DAXX
NM_002931	RING1
NM_021976	RXRB
NM_001254717	DAXX
NM_002636	PHF1
NM_024165	PHF1
NR_027692	PHF1
NM_012391	SPDEF
NM_001252294	SPDEF
NM_005643	TAF11
NM_003214	TEAD3
NM_002754	MAPK13
NM_016135	ETV7
NM_001207041	ETV7
NM_001207040	ETV7
NM_001207039	ETV7
NM_001207038	ETV7
NM_001207037	ETV7
NM_001207036	ETV7
NM_001207035	ETV7
NM_001220778	CDKN1A
NM_001220777	CDKN1A
NM_078467	CDKN1A
NM_000389	CDKN1A
NM_002648	PIM1
NM_001243186	PIM1
NM_021705	NFYA
NM_002505	NFYA
NM_005586	MDFI
NM_001136125	CCND3
NM_001760	CCND3
NM_138572	TAF8
NM_000287	PEX6
NM_018960	GNMT
NM_003131	SRF
NM_006443	C6orf108
NM_199184	C6orf108
NM_001025370	VEGFA
NM_001171629	VEGFA
NM_001171628	VEGFA
NM_001171627	VEGFA
NM_001171626	VEGFA
NM_001171625	VEGFA
NM_001171624	VEGFA
NM_001171623	VEGFA
NM_001171622	VEGFA
NM_003376	VEGFA
NM_001204385	VEGFA
NM_001204384	VEGFA
NM_001033756	VEGFA
NM_001025369	VEGFA
NM_001025368	VEGFA
NM_001025366	VEGFA
NM_001171630	VEGFA
NM_001025367	VEGFA
NM_004556	NFKBIE
NM_003221	TFAP2B
NM_003643	GCM1
NM_001197115	GCLC
NM_001498	GCLC
NM_015153	PHF3
NM_004242	HMGN3
NM_138730	HMGN3
NM_001201363	HMGN3
NM_001201362	HMGN3
NM_001170807	FHL5
NM_020482	FHL5
NM_005604	POU3F2
NM_005068	SIM1
NM_001198	PRDM1
NM_182907	PRDM1
NM_003269	NR2E1
NR_028338	TRAF3IP2
NM_147686	TRAF3IP2
NM_001164283	TRAF3IP2
NM_001164281	TRAF3IP2
NM_001105209	LAMA4
NM_001105208	LAMA4
NM_001527	HDAC2
NR_033441	HDAC2
NM_173560	RFX6
NM_020399	GOPC
NM_001017408	GOPC
NM_153255	MCM9
NM_001135564	HSF2
NM_004506	HSF2
NM_001243094	HSF2
NM_012259	HEY2
NM_015979	MED23
NM_004830	MED23
NM_001901	CTGF
NM_003206	TCF21
NM_198392	TCF21
NM_004865	TBPL1
NM_001253676	TBPL1
NM_001143677	SGK1
NM_005627	SGK1
NM_001143678	SGK1
NM_001077440	BCLAF1
NM_001077441	BCLAF1
NM_014739	BCLAF1
NM_175747	OLIG3
NM_006290	TNFAIP3
NM_001168388	CITED2
NM_006079	CITED2
NM_001168389	CITED2
NM_001111077	EZR
NM_003379	EZR
NM_000636	SOD2
NM_001024466	SOD2
NM_001024465	SOD2
NM_003181	T
NM_001172085	TBP
NM_003194	TBP
NM_001145306	CDK6
NM_001259	CDK6
NM_178425	HDAC9
NM_178423	HDAC9
NM_058176	HDAC9
NM_004289	NFE2L3
NM_003439	ZKSCAN1
NM_001244580	TRRAP
NM_003496	TRRAP
NM_001202546	CUX1
NM_181500	CUX1
NM_001202545	CUX1
NM_001202544	CUX1
NM_001202543	CUX1
NM_001913	CUX1
NM_181552	CUX1
NM_001172766	FOXP2
NR_033767	FOXP2
NR_033766	FOXP2
NM_014491	FOXP2
NM_001127500	MET
NM_148898	FOXP2
NM_148900	FOXP2
NM_000245	MET
NM_004333	BRAF
NM_001113239	HIPK2
NM_022740	HIPK2
NM_014141	CNTNAP2
NM_002360	MAFK
NM_032415	CARD11
NM_018890	RAC1
NM_006908	RAC1
NM_001163148	ETV1
NM_001163147	ETV1
NM_001163150	ETV1
NM_001163152	ETV1
NM_001163151	ETV1
NM_004956	ETV1
NM_001163149	ETV1
NM_001204148	HDAC9
NM_001204147	HDAC9
NM_001204146	HDAC9
NM_001204145	HDAC9
NM_001204144	HDAC9
NM_014707	HDAC9
NM_003112	SP4
NM_001206901	TAX1BP1
NM_006024	TAX1BP1
NM_001206902	TAX1BP1
NM_001079864	TAX1BP1
NM_001011666	CREB5
NM_004904	CREB5
NM_182899	CREB5
NM_182898	CREB5
NM_001077653	TBX20
NM_001166018	POU6F2
NM_007252	POU6F2
NM_000168	GLI3
NM_001220773	IKZF1
NM_001220772	IKZF1
NM_001220771	IKZF1
NM_001220770	IKZF1
NM_001220769	IKZF1
NM_001220768	IKZF1
NM_001220767	IKZF1
NM_001220766	IKZF1
NM_001220776	IKZF1
NM_001220775	IKZF1
NM_001220774	IKZF1
NM_006060	IKZF1
NM_001220765	IKZF1
NM_201284	EGFR
NM_201283	EGFR
NM_201282	EGFR
NM_005228	EGFR
NM_032408	BAZ1B
NR_002206	GTF2IP1
NR_003580	LOC100093631
NM_016328	GTF2IRD1
NM_005685	GTF2IRD1
NM_001199207	GTF2IRD1
NM_080744	SRCRB4D
NM_001127358	PHTF2
NM_001127360	PHTF2
NM_001178129	SEMA3E
NM_012431	SEMA3E
NM_006080	SEMA3A
NM_000927	ABCB1
NM_145115	ZNF498
NM_012257	HBP1
NM_001244262	HBP1
NM_001007245	IFRD1
NM_001197080	IFRD1
NM_021994	ZNF277
NM_001172767	FOXP2
NM_148899	FOXP2
NM_012252	TFEC
NM_001244583	TFEC
NM_001018058	TFEC
NM_003117	SPAM1
NM_005631	SMO
NM_001242452	IRF5
NM_032643	IRF5
NM_001098629	IRF5
NM_001098627	IRF5
NM_001098630	IRF5
NM_005011	NRF1
NM_001040110	NRF1
NM_001253775	CREB3L2
NM_194071	CREB3L2
NM_016019	LUC7L2
NM_001244585	LUC7L2
NM_001244584	LUC7L2
NM_001164665	KIAA1549
NM_020910	KIAA1549
NM_001042482	TPK1
NM_022445	TPK1
NM_001203248	EZH2
NM_001203247	EZH2
NM_004456	EZH2
NM_001203249	EZH2
NM_152998	EZH2
NM_001098834	GBX1
NM_022458	LMBR1
NM_001195127	LOC100288524
NM_001080461	UNCX
NR_001288	TFAMP1
NM_001037165	FOXK1
NM_001204456	RBAK
NM_021163	RBAK
NM_001101	ACTB
NM_005924	MEOX2
NM_001621	AHR
NM_000474	TWIST1
NM_198956	SP8
NM_182700	SP8
NM_018719	CDCA7L
NM_001127370	CDCA7L
NM_001127371	CDCA7L
NM_000600	IL6
NM_018951	HOXA10
NM_006735	HOXA2
NM_002141	HOXA4
NM_005523	HOXA11
NM_005522	HOXA1
NM_153631	HOXA3
NM_153620	HOXA1
NM_000522	HOXA13
NM_019102	HOXA5
NM_024014	HOXA6
NM_006896	HOXA7
NR_037939	HOXA10
NM_030661	HOXA3
NM_152739	HOXA9
NM_001989	EVX1
NM_006092	NOD1
NM_022728	NEUROD6
NM_001166220	TBX20
NM_003014	SFRP4
NM_000712	BLVRA
NM_001253823	BLVRA
NM_001129	AEBP1
NM_033224	PURB
NM_001146334	NACAD
NM_001160183	ZNF138
NM_006524	ZNF138
NR_027661	ZNF138
NR_027660	ZNF138
NM_015852	ZNF117
NM_152626	ZNF92
NM_007139	ZNF92
NM_032951	MLXIPL
NM_032954	MLXIPL
NM_032953	MLXIPL
NM_032952	MLXIPL
NM_001306	CLDN3
NM_001518	GTF2I
NM_033000	GTF2I
NM_032999	GTF2I
NM_033001	GTF2I
NM_001163636	GTF2I
NM_173537	GTF2IRD2
NM_001003795	GTF2IRD2B
NR_003580	LOC100093631
NR_002206	GTF2IP1
NM_001540	HSPB1
NM_012479	YWHAG
NM_006682	FGL2
NM_001127357	PHTF2
NM_001127359	PHTF2
NM_020432	PHTF2
NM_000072	CD36
NM_001001548	CD36
NM_001127444	CD36
NM_001127443	CD36
NM_001001547	CD36
NM_001142327	DMTF1
NM_001142326	DMTF1
NM_021145	DMTF1
NR_024549	DMTF1
NR_024550	DMTF1
NM_003505	FZD1
NM_021167	GATAD1
NM_006528	TFPI2
NM_000089	COL1A2
NM_001184962	PEG10
NM_001184961	PEG10
NM_001172438	PEG10
NM_001172437	PEG10
NM_001040152	PEG10
NM_015068	PEG10
NM_005222	DLX6
NM_005221	DLX5
NM_001178075	ASNS
NM_133436	ASNS
NM_001178077	ASNS
NM_001178076	ASNS
NM_001673	ASNS
NM_183356	ASNS
NM_003910	BUD31
NM_014569	ZKSCAN5
NM_032164	ZNF394
NM_145102	ZKSCAN5
NM_017460	CYP3A4
NM_001202855	CYP3A4
NM_182776	MCM7
NM_032924	ZNF3
NM_005916	MCM7
NR_033792	TAF6
NM_005641	TAF6
NM_001190415	TAF6
NM_006833	COPS6
NM_017715	ZNF3
NM_139315	TAF6
NM_145914	ZSCAN21
NM_030935	TSC22D4
NM_000799	EPO
NM_030961	TRIM56
NM_000602	SERPINE1
NM_001165413	SERPINE1
NM_002649	PIK3CG
NM_000111	SLC26A3
NM_001130475	THAP5
NM_182529	THAP5
NM_001550	IFRD1
NM_001197079	IFRD1
NM_199072	MDFIC
NM_001166346	MDFIC
NM_001166345	MDFIC
NR_024047	WNT2
NM_003391	WNT2
NM_001160264	FEZF1
NM_001024613	FEZF1
NM_001174046	SPAM1
NM_001174045	SPAM1
NM_001174044	SPAM1
NM_153189	SPAM1
NM_001136002	TMEM229A
NM_006193	PAX4
NM_000230	LEP
NR_029512	MIR96
NR_029614	MIR182
NM_138693	KLF14
NM_001080413	NOBOX
NM_020781	ZNF398
NM_170686	ZNF398
NM_001160110	NOS3
NM_000603	NOS3
NM_001160111	NOS3
NM_001160109	NOS3
NM_003078	SMARCD3
NM_001003802	SMARCD3
NM_001003801	SMARCD3
NM_005614	RHEB
NM_001427	EN2
NM_000193	SHH
NM_001165255	MNX1
NM_005515	MNX1
NM_003844	TNFRSF10A
NM_004103	PTK2B
NM_173174	PTK2B
NM_173175	PTK2B
NM_173176	PTK2B
NM_024721	ZFHX4
NM_006209	ENPP2
NR_045555	ENPP2
NM_001130863	ENPP2
NM_001040092	ENPP2
NM_001166393	MTUS1
NM_001001925	MTUS1
NM_001001924	MTUS1
NM_001001931	MTUS1
NM_005775	SORBS3
NM_002318	LOXL2
NM_022659	EBF2
NM_024567	HMBOX1
NM_001135726	HMBOX1
NM_023110	FGFR1
NM_023106	FGFR1
NM_015850	FGFR1
NM_023105	FGFR1
NM_001174067	FGFR1
NM_001174066	FGFR1
NM_001174065	FGFR1
NM_001174064	FGFR1
NM_001174063	FGFR1
NM_001099413	KAT6A
NM_001099412	KAT6A
NM_020475	ANK1
NM_000037	ANK1
NM_001142446	ANK1
NM_006766	KAT6A
NM_020477	ANK1
NM_020476	ANK1
NM_002690	POLB
NM_006904	PRKDC
NM_001081640	PRKDC
NM_014682	ST18
NM_006756	TCEA1
NM_201437	TCEA1
NM_001204173	C8orf44-SGK3
NM_001083589	E2F5
NM_001083588	E2F5
NM_001951	E2F5
NM_002485	NBN
NM_001198634	RUNX1T1
NM_001198679	RUNX1T1
NM_175635	RUNX1T1
NM_001198625	RUNX1T1
NM_001198633	RUNX1T1
NM_001198632	RUNX1T1
NM_001198631	RUNX1T1
NM_001198630	RUNX1T1
NM_001198629	RUNX1T1
NM_001198628	RUNX1T1
NM_001198627	RUNX1T1
NM_001198626	RUNX1T1
NM_004349	RUNX1T1
NM_175634	RUNX1T1
NM_178812	MTDH
NM_183419	RNF19A
NM_024915	GRHL2
NM_003506	FZD6
NM_001164615	FZD6
NM_001164616	FZD6
NM_012082	ZFPM2
NM_177531	PKHD1L1
NM_014112	TRPS1
NM_001172811	SLC30A8
NM_001172815	SLC30A8
NM_001172813	SLC30A8
NM_000127	EXT1
NM_014943	ZHX2
NM_148177	FBXO32
NM_001242463	FBXO32
NM_058229	FBXO32
NM_014751	MTSS1
NM_001256763	FAM49B
NM_016623	FAM49B
NR_046359	FAM49B
NR_046360	FAM49B
NR_046361	FAM49B
NM_001118887	ANGPT2
NM_001118888	ANGPT2
NM_001147	ANGPT2
NR_029668	MIR124-1
NM_031439	SOX7
NM_002052	GATA4
NM_013354	CNOT7
NM_054026	CNOT7
NM_020749	MTUS1
NM_004315	ASAH1
NM_001127505	ASAH1
NM_177924	ASAH1
NM_001160175	NAT1
NM_000662	NAT1
NM_001160179	NAT1
NM_001160176	NAT1
NM_001160174	NAT1
NM_001160173	NAT1
NM_001160172	NAT1
NM_001160171	NAT1
NM_001160170	NAT1
NM_000237	LPL
NM_021020	LZTS1
NM_018411	HR
NM_005144	HR
NM_001722	POLR3D
NM_001018003	SORBS3
NM_001199881	EGR3
NM_001199880	EGR3
NM_004430	EGR3
NM_003842	TNFRSF10B
NM_147187	TNFRSF10B
NR_027140	TNFRSF10B
NR_046072	NKX3-1
NM_001256339	NKX3-1
NM_001136271	NKX2-6
NM_006167	NKX3-1
NM_001831	CLU
NR_038335	CLU
NR_045494	CLU
NM_002095	GTF2E2
NM_025069	ZNF703
NM_018310	BRF2
NM_000349	STAR
NM_152568	NKX6-3
NM_001142445	ANK1
NM_020480	ANK1
NM_020478	ANK1
NM_001556	IKBKB
NM_001190720	IKBKB
NR_033819	IKBKB
NR_033818	IKBKB
NM_001242778	IKBKB
NR_040009	IKBKB
NM_005195	CEBPD
NM_003068	SNAI2
NM_022454	SOX17
NM_002655	PLAG1
NM_001114635	PLAG1
NM_001114634	PLAG1
NM_000756	CRH
NM_001193502	TCF24
NM_024504	PRDM14
NM_005098	MSC
NM_001204857	TCEB1
NM_001204862	TCEB1
NM_001204861	TCEB1
NM_001204860	TCEB1
NM_001204859	TCEB1
NM_001204858	TCEB1
NM_001204864	TCEB1
NM_001204863	TCEB1
NM_005648	TCEB1
NM_004133	HNF4G
NM_012258	HEY1
NM_001040708	HEY1
NM_003821	RIPK2
NM_175636	RUNX1T1
NM_005034	POLR2K
NM_015435	RNF19A
NM_145690	YWHAZ
NM_003406	YWHAZ
NM_001135699	YWHAZ
NM_001135702	YWHAZ
NM_001135701	YWHAZ
NM_001135700	YWHAZ
NM_005655	KLF10
NM_001032282	KLF10
NM_139166	ABRA
NM_001193557	ENY2
NR_036472	ENY2
NR_036471	ENY2
NM_020189	ENY2
NM_001172814	SLC30A8
NM_173851	SLC30A8
NM_003184	TAF2
NM_001017926	ZHX1
NM_007222	ZHX1
NR_037874	ZHX1
NR_037873	ZHX1
NM_025195	TRIB1
NM_001159542	POU5F1B
NM_002467	MYC
NM_201589	MAFA
NM_014281	PUF60
NM_001136033	PUF60
NM_078480	PUF60
NM_001080514	SCXB
NM_005526	HSF1
NM_031309	SCRT1
NM_001080514	SCXB
NM_003923	FOXH1
NM_013432	TONSL
NM_001029976	ZNF16
NM_006958	ZNF16
NM_001042413	GLIS3
NM_014314	DDX58
NM_153366	SVEP1
NM_133464	ZNF483
NM_001007169	ZNF483
NM_007344	TTF1
NM_001205296	TTF1
NM_021951	DMRT1
NM_134428	RFX3
NM_152629	GLIS3
NM_002919	RFX3
NM_005596	NFIB
NM_001190738	NFIB
NM_001190737	NFIB
NM_033222	PSIP1
NM_001128217	PSIP1
NM_004529	MLLT3
NM_147134	NFX1
NM_147133	NFX1
NM_002504	NFX1
NM_016734	PAX5
NM_201629	TJP2
NM_001170414	TJP2
NM_004817	TJP2
NM_001170416	TJP2
NM_001170415	TJP2
NM_001170630	TJP2
NM_001206	KLF9
NM_006914	RORB
NM_002072	GNAQ
NM_007005	TLE4
NM_005077	TLE1
NM_001018064	NTRK2
NM_006180	NTRK2
NM_001007097	NTRK2
NM_001018066	NTRK2
NM_001018065	NTRK2
NM_022486	SUSD1
NM_017418	DEC1
NM_002581	PAPPA
NM_138709	DAB2IP
NM_032552	DAB2IP
NM_001489	NR6A1
NM_033334	NR6A1
NR_024123	PBX3
NR_024122	PBX3
NM_001134778	PBX3
NM_006195	PBX3
NM_004878	PTGES
NM_005085	NUP214
NM_004269	MED27
NM_001253881	MED27
NM_001122823	GTF3C5
NM_012087	GTF3C5
NM_002957	RXRA
NM_207305	FOXD4
NM_021240	DMRT3
NM_006557	DMRT2
NM_001130865	DMRT2
NM_181872	DMRT2
NM_001199640	IL33
NM_033439	IL33
NM_001199641	IL33
NM_000550	TYRP1
NM_001039697	SNAPC3
NM_021144	PSIP1
NM_002176	IFNB1
NM_024013	IFNA1
NM_001195132	CDKN2A
NM_000077	CDKN2A
NM_058197	CDKN2A
NM_058195	CDKN2A
NM_022160	DMRTA1
NM_153809	TAF1L
NM_006368	CREB3
NM_199244	FOXD4L4
NR_027472	LOC642929
NM_001085476	FOXD4L6
NM_001126334	FOXD4L5
NM_199244	FOXD4L4
NM_199135	FOXD4L3
NM_001013735	FOXB2
NM_002140	HNRNPK
NM_031263	HNRNPK
NM_031262	HNRNPK
NM_001257973	CTSL1
NM_001912	CTSL1
NM_001257971	CTSL1
NM_145918	CTSL1
NM_001257972	CTSL1
NM_005384	NFIL3
NM_021570	BARX1
NR_029476	MIRLET7A1
NM_194320	ZNF169
NM_001083607	PTCH1
NM_001083604	PTCH1
NM_001083603	PTCH1
NM_001083602	PTCH1
NM_001083606	PTCH1
NM_001083605	PTCH1
NM_000264	PTCH1
NM_153695	ZNF367
NM_004473	FOXE1
NM_197978	HEMGN
NM_018437	HEMGN
NM_173199	NR4A3
NM_006981	NR4A3
NM_173200	NR4A3
NM_003452	ZNF189
NM_197977	ZNF189
NM_004235	KLF4
NM_003329	TXN
NM_001244938	TXN
NM_003408	ZFP37
NM_030767	AKNA
NM_012210	TRIM32
NM_001099679	TRIM32
NM_138554	TLR4
NM_138557	TLR4
NM_003266	TLR4
NM_005658	TRAF1
NM_001190947	TRAF1
NM_001190945	TRAF1
NM_014368	LHX6
NM_001242334	LHX6
NM_001242333	LHX6
NM_199160	LHX6
NM_001242335	LHX6
NM_006626	ZBTB6
NM_004789	LHX2
NM_004959	NR5A1
NM_001174147	LMX1B
NM_001174146	LMX1B
NM_002316	LMX1B
NM_001135776	ZBTB43
NM_014007	ZBTB43
NM_016307	PRRX2
NM_001253882	MED27
NM_020064	BARHL1
NM_012204	GTF3C4
NM_004188	GFI1B
NM_001135031	GFI1B
NM_020469	ABO
NM_020385	REXO4
NM_178138	LHX3
NM_014564	LHX3
NM_003086	SNAPC4
NM_017617	NOTCH1
NM_003792	EDF1
NM_021138	TRAF2
NM_153200	EDF1
NM_015456	COBRA1
NM_001139466	TBL1X
NM_001139468	TBL1X
NM_000381	MID1
NM_001193277	MID1
NM_033289	MID1
NM_001098624	MID1
NM_001139467	TBL1X
NM_033290	MID1
NM_005647	TBL1X
NM_001193281	MID1
NM_001193280	MID1
NM_001193279	MID1
NM_001193278	MID1
NM_001399	EDA
NM_001005609	EDA
NM_001005612	EDA
NM_053281	DACH2
NM_001139514	DACH2
