Gene Id	Gene Symbol	Entrez ID	Chromosome	Transcription Start	Transcription End
uc001rww.4	ATF1	466	chr12	51157788	51214943
uc010smu.2	ATF1	466	chr12	51158262	51214943
uc001rzs.3	NR4A1	3164	chr12	52445185	52453291
uc010sno.2	NR4A1	3164	chr12	52416615	52453291
uc001rzt.3	NR4A1	3164	chr12	52445185	52453291
uc009zmc.3	NR4A1	3164	chr12	52450277	52453291
uc009zmb.2	NR4A1	3164	chr12	52445185	52449745
uc001rzr.2	NR4A1	3164	chr12	52437516	52449745
uc021qyf.1	SP1	6667	chr12	53773978	53810226
uc001scw.3	SP1	6667	chr12	53773978	53810226
uc010sog.2	SP1	6667	chr12	53774427	53810226
uc001sei.3	HOXC13	3229	chr12	54332575	54340328
uc010soq.2	HOXC12	3228	chr12	54348713	54350350
uc001sem.3	HOXC11	3227	chr12	54366909	54370203
uc001sen.3	HOXC10	3226	chr12	54378945	54384062
uc001seq.3	HOXC9	3225	chr12	54393876	54397120
uc001ser.3	HOXC8	3224	chr12	54402889	54406545
uc001seu.3	HOXC4	3221	chr12	54410641	54449814
uc001ses.3	HOXC6	3223	chr12	54410641	54424607
uc001sev.3	HOXC6	3223	chr12	54422193	54424607
uc001set.3	HOXC5	3222	chr12	54410641	54429144
uc001sex.3	HOXC4	3221	chr12	54447660	54449814
uc001sew.3	HOXC5	3222	chr12	54426831	54429144
uc001sit.4	CDK2	1017	chr12	56360555	56366568
uc001siu.4	CDK2	1017	chr12	56360555	56366568
uc010spy.2	CDK2	1017	chr12	56360555	56366568
uc001sjc.1	IKZF4	64375	chr12	56414688	56432219
uc001sjb.1	IKZF4	64375	chr12	56413103	56432219
uc001sjd.1	IKZF4	64375	chr12	56414688	56432219
uc010sqa.1	IKZF4	64375	chr12	56411921	56432219
uc009zoi.1	IKZF4	64375	chr12	56415099	56432219
uc001sje.1	IKZF4	64375	chr12	56418523	56432219
uc001sjm.3	PA2G4	5036	chr12	56498102	56507694
uc001smz.3	NAB2	4665	chr12	57482676	57489259
uc001ssx.3	HMGA2	8091	chr12	66218239	66360071
uc001ssv.3	HMGA2	8091	chr12	66218239	66309307
uc010ssv.1	HMGA2	8091	chr12	66218239	66236697
uc001ssw.1	HMGA2	8091	chr12	66218239	66352634
uc001sss.1	HMGA2	8091	chr12	66218239	66275670
uc001sst.1	HMGA2	8091	chr12	66218239	66275670
uc001ssu.1	HMGA2	8091	chr12	66218239	66309227
uc001ssp.1	HMGA2	8091	chr12	66217436	66221867
uc001ssy.3	HMGA2	8091	chr12	66232298	66251298
uc001sth.3	IRAK3	11213	chr12	66582977	66648394
uc010ssy.2	IRAK3	11213	chr12	66582977	66648394
uc001stg.2	IRAK3	11213	chr12	66582977	66591997
uc001sux.3	YEATS4	8089	chr12	69753531	69784576
uc001szf.2	MYF6	4618	chr12	81101407	81103256
uc001szg.2	MYF5	4617	chr12	81110707	81113447
uc001tae.4	ALX1	8092	chr12	85674035	85695561
uc001teo.1	ELK3	2004	chr12	96588206	96661606
uc001thq.2	NR1H4	9971	chr12	100867550	100957645
uc001thp.2	NR1H4	9971	chr12	100867550	100957645
uc001thr.2	NR1H4	9971	chr12	100867550	100957645
uc010svk.2	NR1H4	9971	chr12	100867550	100957645
uc001ths.2	NR1H4	9971	chr12	100897137	100957645
uc001tht.2	NR1H4	9971	chr12	100897137	100957645
uc010svj.2	NR1H4	9971	chr12	100867550	100957645
uc021rcq.1	SPIC	121599	chr12	101871335	101880775
uc010svp.2	SPIC	121599	chr12	101870605	101880775
uc001tid.3	SPIC	121599	chr12	101869198	101880775
uc009zua.3	SPIC	121599	chr12	101871327	101880775
uc001tjr.4	ASCL1	429	chr12	103351451	103354294
uc001tsa.2	CUX2	23316	chr12	111471827	111788358
uc001tsb.2	CUX2	23316	chr12	111537320	111733213
uc001tzg.3	HNF1A	6927	chr12	121416548	121440314
uc010szn.2	HNF1A	6927	chr12	121416548	121440314
uc021rfa.1	HNF1A	6927	chr12	121416548	121440314
uc021rfb.1	HNF1A	6927	chr12	121416548	121440314
uc021rfc.1	HNF1A	6927	chr12	121416548	121440314
uc001tzf.3	HNF1A	6927	chr12	121416548	121435685
uc001tze.2	HNF1A	6927	chr12	121416548	121434969
uc021rex.1	HNF1A	6927	chr12	121416453	121435685
uc001ubl.3	PSMD9	5715	chr12	122326645	122355771
uc009zxj.3	PSMD9	5715	chr12	122326645	122355771
uc001ufo.1	GTF2H3	2967	chr12	124118380	124145334
uc010tau.1	GTF2H3	2967	chr12	124118380	124145334
uc001ujf.3	PUS1	80324	chr12	132413812	132428406
uc001ujg.3	PUS1	80324	chr12	132413744	132428406
uc001ujh.3	PUS1	80324	chr12	132413797	132428406
uc001uji.3	PUS1	80324	chr12	132416059	132428406
uc001ulo.3	ZNF140	7699	chr12	133657036	133684258
uc001ulp.3	ZNF140	7699	chr12	133657036	133684258
uc010tbu.2	ZNF140	7699	chr12	133657036	133684258
uc010tcg.2	ZNF268	10795	chr12	133757994	133783697
uc010tca.2	ZNF268	10795	chr12	133757994	133783697
uc010tcf.2	ZNF268	10795	chr12	133757994	133783697
uc010tch.2	ZNF268	10795	chr12	133758059	133783697
uc010tcb.2	ZNF268	10795	chr12	133757994	133783697
uc010tbx.2	ZNF268	10795	chr12	133757994	133783697
uc021rgu.1	ZNF268	10795	chr12	133758059	133783697
uc010tbw.2	ZNF268	10795	chr12	133757994	133783697
uc010tce.2	ZNF268	10795	chr12	133757994	133783697
uc010tcd.1	ZNF268	10795	chr12	133757994	133781705
uc010tbv.1	ZNF268	10795	chr12	133707212	133780885
uc010tbz.1	ZNF268	10795	chr12	133757994	133780885
uc010tcc.1	ZNF268	10795	chr12	133757994	133780885
uc001qif.1	KDM5A	5927	chr12	389222	498620
uc010sdn.1	KDM5A	5927	chr12	418968	498620
uc010sdo.1	KDM5A	5927	chr12	432765	498620
uc021qsr.1	KDM5A	5927	chr12	389222	404974
uc001qle.3	FOXM1	2305	chr12	2966846	2986321
uc001qlf.3	FOXM1	2305	chr12	2966846	2986321
uc009zea.3	FOXM1	2305	chr12	2966846	2986321
uc009zeb.3	FOXM1	2305	chr12	2966846	2986321
uc001qlg.3	FOXM1	2305	chr12	2966846	2986321
uc001qpo.3	CHD4	1108	chr12	6679247	6716551
uc001qpp.3	CHD4	1108	chr12	6679247	6716551
uc001qpn.3	CHD4	1108	chr12	6679247	6715617
uc001qyt.3	CSDA	8531	chr12	10851675	10875953
uc001qyu.3	CSDA	8531	chr12	10851675	10875953
uc001rah.4	LRP6	4040	chr12	12268960	12419811
uc010shl.1	LRP6	4040	chr12	12274019	12419811
uc001rfx.3	SOX5	6660	chr12	23685230	24715380
uc001rfw.3	SOX5	6660	chr12	23685230	24102637
uc001rfv.3	SOX5	6660	chr12	23685230	23737508
uc010siv.2	SOX5	6660	chr12	23685230	24103966
uc001rfy.3	SOX5	6660	chr12	23685230	24715380
uc010siw.1	SOX5	6660	chr12	23689386	24103966
uc001rfz.1	SOX5	6660	chr12	23696144	24103865
uc001rga.3	SOX5	6660	chr12	23915408	24103954
uc001rgp.1	KRAS	3845	chr12	25358179	25403854
uc001rgq.1	KRAS	3845	chr12	25358179	25403854
uc001rgr.3	KRAS	3845	chr12	25386767	25403863
uc001rhb.3	BHLHE41	79365	chr12	26272958	26278003
uc001ril.3	PTHLH	5744	chr12	28111016	28124916
uc001rik.3	PTHLH	5744	chr12	28111016	28122894
uc001rin.3	PTHLH	5744	chr12	28115253	28124916
uc001rim.3	PTHLH	5744	chr12	28115253	28122894
uc001rnl.3	PRICKLE1	144165	chr12	42852139	42877797
uc010skw.2	PRICKLE1	144165	chr12	42852139	42877797
uc001rnm.3	PRICKLE1	144165	chr12	42852139	42983572
uc010skv.2	PRICKLE1	144165	chr12	42852139	42877416
uc009zka.2	PRICKLE1	144165	chr12	42863251	42983572
uc010slo.2	HDAC7	51564	chr12	48176506	48213763
uc001rqj.4	HDAC7	51564	chr12	48176506	48213763
uc001rqk.4	HDAC7	51564	chr12	48176506	48213763
uc001rqe.3	HDAC7	51564	chr12	48176506	48187371
uc009zkv.1	HDAC7	51564	chr12	48189989	48192923
uc010slp.2	HDAC7	51564	chr12	48179233	48181947
uc001rqm.3	VDR	7421	chr12	48235319	48298814
uc001rqn.3	VDR	7421	chr12	48235319	48298814
uc001rql.3	VDR	7421	chr12	48235319	48298814
uc010slq.2	VDR	7421	chr12	48235319	48298814
uc001rss.3	WNT10B	7480	chr12	49359122	49365641
uc001rst.3	WNT10B	7480	chr12	49359122	49365641
uc001rtc.1	RHEBL1	121268	chr12	49458467	49463775
uc001rtd.1	RHEBL1	121268	chr12	49458467	49463775
uc009zlc.1	RHEBL1	121268	chr12	49458467	49463775
uc001rwd.4	CERS5	91012	chr12	50523580	50561097
uc001rwe.4	CERS5	91012	chr12	50523580	50561097
uc001rwf.4	CERS5	91012	chr12	50523580	50561097
uc010smq.1	CERS5	91012	chr12	50528328	50561097
uc001rwc.3	CERS5	91012	chr12	50523580	50537913
uc021qxx.1	CSRNP2	81566	chr12	51454987	51477437
uc001rxu.2	CSRNP2	81566	chr12	51454987	51477454
uc001rxw.3	TFCP2	7024	chr12	51487538	51566926
uc001rxv.2	TFCP2	7024	chr12	51487538	51566926
uc009zlx.2	TFCP2	7024	chr12	51487538	51566926
uc009zly.1	TFCP2	7024	chr12	51489771	51566576
uc001rya.3	POU6F1	5463	chr12	51580718	51611477
uc001rxz.3	POU6F1	5463	chr12	51580718	51591950
uc001rxy.3	POU6F1	5463	chr12	51580718	51590818
uc001scf.3	RARG	5916	chr12	53604349	53626040
uc001scg.3	RARG	5916	chr12	53604349	53626040
uc010soc.2	RARG	5916	chr12	53604349	53626040
uc001scd.3	RARG	5916	chr12	53604349	53614197
uc010sob.2	RARG	5916	chr12	53604349	53614197
uc001sce.3	RARG	5916	chr12	53604349	53626040
uc010sod.2	RARG	5916	chr12	53607020	53614197
uc001sdz.3	ATF7	11016	chr12	53905842	54020199
uc010sol.2	ATF7	11016	chr12	53905842	54020199
uc001sdy.3	ATF7	11016	chr12	53905842	53994805
uc001sea.4	ATF7	11016	chr12	53936668	54019780
uc001seb.4	ATF7	11016	chr12	53936668	54020199
uc010sok.1	ATF7	11016	chr12	53901639	54020199
uc001sfk.4	CBX5	23468	chr12	54624730	54673915
uc001sfh.4	CBX5	23468	chr12	54624730	54653329
uc001sfj.4	CBX5	23468	chr12	54624730	54653370
uc001sfr.4	NFE2	4778	chr12	54685895	54694791
uc001sfq.3	NFE2	4778	chr12	54685895	54689544
uc009znk.3	NFE2	4778	chr12	54685895	54689542
uc009znl.3	NFE2	4778	chr12	54685895	54694791
uc001sld.3	STAT2	6773	chr12	56735381	56754037
uc001slc.3	STAT2	6773	chr12	56735381	56754037
uc010sqn.2	STAT2	6773	chr12	56742707	56754037
uc001slb.3	STAT2	6773	chr12	56735381	56743559
uc001sna.3	STAT6	6778	chr12	57489186	57505196
uc009zpf.3	STAT6	6778	chr12	57489186	57505196
uc010srb.2	STAT6	6778	chr12	57489186	57505196
uc009zpe.3	STAT6	6778	chr12	57489186	57504089
uc010src.2	STAT6	6778	chr12	57489186	57505196
uc010srd.2	STAT6	6778	chr12	57489186	57505196
uc009zpg.3	STAT6	6778	chr12	57489186	57522883
uc001soi.3	DDIT3	1649	chr12	57910370	57914300
uc009zpt.3	DDIT3	1649	chr12	57910370	57914300
uc021qzj.1	DDIT3	1649	chr12	57910370	57914300
uc021qzk.1	DDIT3	1649	chr12	57910370	57914300
uc021qzl.1	DDIT3	1649	chr12	57910370	57914300
uc009zps.3	DDIT3	1649	chr12	57910370	57914300
uc001spv.3	CDK4	1019	chr12	58141509	58146230
uc010ssb.2	CDK4	1019	chr12	58141509	58146230
uc001spw.3	CDK4	1019	chr12	58141509	58146230
uc001sym.4	E2F7	144455	chr12	77415025	77459360
uc009zse.3	E2F7	144455	chr12	77415025	77424112
uc001tcp.3	UBE2N	7334	chr12	93802087	93836026
uc001tdm.4	NR2C1	7181	chr12	95414057	95467404
uc001tdn.4	NR2C1	7181	chr12	95424184	95467404
uc001tdo.4	NR2C1	7181	chr12	95424184	95467404
uc010suu.1	NR2C1	7181	chr12	95422162	95461167
uc001tit.3	GNPTAB	79158	chr12	102139274	102224645
uc001tiu.2	GNPTAB	79158	chr12	102161687	102224645
uc001tiv.4	GNPTAB	79158	chr12	102172071	102179995
uc001tiw.3	GNPTAB	79158	chr12	102189651	102224645
uc001tkl.1	NFYB	4801	chr12	104510857	104532040
uc009zum.1	NFYB	4801	chr12	104524909	104532040
uc001tmi.3	CRY1	1407	chr12	107385142	107487598
uc001tmw.3	CMKLR1	1240	chr12	108681820	108733094
uc001tmv.3	CMKLR1	1240	chr12	108681820	108733094
uc009zuv.3	CMKLR1	1240	chr12	108681820	108733094
uc009zuw.3	CMKLR1	1240	chr12	108681820	108714439
uc001toe.4	FOXN4	121643	chr12	109715782	109747025
uc009zvg.3	FOXN4	121643	chr12	109715782	109728091
uc001tof.4	FOXN4	121643	chr12	109715782	109747025
uc001tvj.1	LHX5	64211	chr12	113900693	113909877
uc001tvp.3	TBX5	6910	chr12	114791734	114846247
uc001tvo.3	TBX5	6910	chr12	114791734	114843889
uc001tvq.3	TBX5	6910	chr12	114791734	114846247
uc010syv.2	TBX5	6910	chr12	114803901	114841741
uc001tvt.1	TBX3	6926	chr12	115108058	115121969
uc001tvu.1	TBX3	6926	chr12	115108058	115121969
uc010syw.1	TBX3	6926	chr12	115117760	115121969
uc001tyd.3	PLA2G1B	5319	chr12	120759913	120765592
uc009zwx.3	PLA2G1B	5319	chr12	120759913	120765592
uc001ugs.4	UBC	7316	chr12	125396191	125399587
uc001ugt.3	UBC	7316	chr12	125396191	125399587
uc009zyf.1	UBC	7316	chr12	125398126	125398665
uc001ugw.3	UBB	7316	chr12	125397235	125399587
uc001ugv.3	UBB	7316	chr12	125396249	125399587
uc001urr.1	GSX1	219409	chr13	28366779	28368089
uc001urt.2	PDX1	3651	chr13	28494167	28500451
uc001uvu.1	RFXAP	5994	chr13	37393338	37403740
uc001uyf.2	NAA16	79612	chr13	41885340	41951166
uc001uye.4	NAA16	79612	chr13	41885340	41932854
uc001uyd.4	NAA16	79612	chr13	41885340	41932854
uc010tfg.1	NAA16	79612	chr13	41885340	41951166
uc001uyt.2	TNFSF11	8600	chr13	43136871	43182149
uc001uyu.2	TNFSF11	8600	chr13	43148290	43182149
uc001uzw.3	GTF2F2	2963	chr13	45694630	45858239
uc001vcb.3	RB1	5925	chr13	48877882	49056026
uc010act.1	RB1	5925	chr13	48934152	48951170
uc010acs.1	RB1	5925	chr13	48877882	48937093
uc001vje.3	KLF5	688	chr13	73633141	73651676
uc001vjd.3	KLF5	688	chr13	73629113	73651676
uc001von.3	ZIC2	7546	chr13	100634025	100639019
uc001vsb.1	SOX1	6656	chr13	112721912	112726020
uc001vtw.3	TFDP1	7027	chr13	114239055	114295788
uc010tkd.2	TFDP1	7027	chr13	114239002	114295788
uc001vty.4	TFDP1	7027	chr13	114240088	114295788
uc010tke.2	TFDP1	7027	chr13	114239587	114295788
uc010agx.3	TFDP1	7027	chr13	114239587	114288655
uc001vtv.3	TFDP1	7027	chr13	114239055	114240495
uc001urv.3	CDX2	1045	chr13	28536277	28543317
uc001usx.3	HMGB1	3146	chr13	31032878	31040081
uc001usv.3	HMGB1	3146	chr13	31032878	31038384
uc001usz.3	HMGB1	3146	chr13	31032878	31191510
uc001usy.3	HMGB1	3146	chr13	31032878	31040081
uc001uta.1	HMGB1	3146	chr13	31035105	31040081
uc001uvw.3	SMAD9	4093	chr13	37418967	37494409
uc001uvx.3	SMAD9	4093	chr13	37418967	37494409
uc010tep.2	SMAD9	4093	chr13	37418967	37454012
uc001uxl.4	FOXO1	2308	chr13	41129800	41240734
uc010acc.1	FOXO1	2308	chr13	41048130	41185264
uc001uxs.3	ELF1	1997	chr13	41506054	41593508
uc010tfc.2	ELF1	1997	chr13	41506054	41556418
uc010acd.3	ELF1	1997	chr13	41506054	41556418
uc001uzn.4	TSC22D1	8848	chr13	45006278	45150701
uc001uzm.4	TSC22D1	8848	chr13	45006278	45011060
uc021rja.1	TSC22D1	8848	chr13	45006278	45048437
uc021riz.1	TSC22D1	8848	chr13	45006278	45011390
uc001uzo.2	TSC22D1	8848	chr13	45006278	45150701
uc001uzy.1	TPT1	7178	chr13	45911303	45915297
uc001uzz.1	TPT1	7178	chr13	45911303	45915297
uc010tfp.1	TPT1	7178	chr13	45914160	45915297
uc021rkj.1	DACH1	1602	chr13	72012097	72441330
uc021rkk.1	DACH1	1602	chr13	72012097	72441330
uc021rkl.1	DACH1	1602	chr13	72012097	72441330
uc001vjf.3	KLF12	11278	chr13	74260148	74708066
uc010aeq.3	KLF12	11278	chr13	74260148	74708394
uc001vjg.3	KLF12	11278	chr13	74387015	74708066
uc001vkv.3	POU4F1	5457	chr13	79173229	79177695
uc001vma.3	SOX21	11166	chr13	95361878	95364389
uc001whc.3	MMP14	4323	chr14	23305792	23316803
uc001whf.1	REM2	161253	chr14	23352431	23356889
uc010tnd.1	REM2	161253	chr14	23352431	23356052
uc001wmn.1	RNF31	55072	chr14	24616658	24630547
uc001wmq.3	IRF9	10379	chr14	24629728	24635774
uc001wmp.3	RNF31	55072	chr14	24620339	24635774
uc001wml.1	RNF31	55072	chr14	24616095	24630547
uc010alg.1	RNF31	55072	chr14	24617184	24630547
uc001wmo.1	RNF31	55072	chr14	24620209	24630547
uc010alh.1	RNF31	55072	chr14	24624811	24630547
uc010alj.3	IRF9	10379	chr14	24632174	24635774
uc001wmm.1	RNF31	55072	chr14	24616658	24624721
uc001wng.3	TSSK4	283629	chr14	24674925	24677454
uc001wnh.3	TSSK4	283629	chr14	24674925	24677454
uc001wne.3	TSSK4	283629	chr14	24674902	24677454
uc001wnf.3	TSSK4	283629	chr14	24674902	24677454
uc010alr.3	NFATC4	4776	chr14	24836144	24848810
uc001wpc.3	NFATC4	4776	chr14	24837225	24848810
uc010tok.2	NFATC4	4776	chr14	24836144	24848810
uc010tor.2	NFATC4	4776	chr14	24837225	24848810
uc010tos.2	NFATC4	4776	chr14	24838301	24848810
uc010tol.2	NFATC4	4776	chr14	24836144	24848810
uc010top.2	NFATC4	4776	chr14	24836714	24848810
uc010ton.2	NFATC4	4776	chr14	24836465	24848810
uc010toq.2	NFATC4	4776	chr14	24836714	24848810
uc010too.2	NFATC4	4776	chr14	24836465	24848810
uc010alt.3	NFATC4	4776	chr14	24836714	24848810
uc010tom.2	NFATC4	4776	chr14	24836465	24848810
uc010tot.2	NFATC4	4776	chr14	24838358	24848810
uc010tou.2	NFATC4	4776	chr14	24838358	24848810
uc010tov.2	NFATC4	4776	chr14	24838358	24848810
uc010tow.2	NFATC4	4776	chr14	24838358	24848810
uc010alv.3	NFATC4	4776	chr14	24838358	24848810
uc010tox.2	NFATC4	4776	chr14	24838358	24848810
uc001wpd.3	NFATC4	4776	chr14	24842020	24848810
uc010toy.2	NFATC4	4776	chr14	24842020	24848810
uc010toz.2	NFATC4	4776	chr14	24842020	24848810
uc010alu.3	NFATC4	4776	chr14	24837225	24843913
uc010tpa.2	NFATC4	4776	chr14	24842900	24848810
uc010tpb.2	NFATC4	4776	chr14	24842900	24848810
uc010als.2	NFATC4	4776	chr14	24836465	24843672
uc001wqe.3	FOXG1	2290	chr14	29236286	29238871
uc001wtd.3	PSMA6	5687	chr14	35761573	35786682
uc010tpu.2	PSMA6	5687	chr14	35761656	35786682
uc010tpt.2	PSMA6	5687	chr14	35761573	35786682
uc001xdo.3	ARID4A	5926	chr14	58765221	58840451
uc001xdp.3	ARID4A	5926	chr14	58765221	58840451
uc001xdq.3	ARID4A	5926	chr14	58765221	58840451
uc010apg.1	ARID4A	5926	chr14	58798098	58832018
uc010apf.1	ARID4A	5926	chr14	58765221	58772830
uc001xfa.4	SIX6	4990	chr14	60975937	60978525
uc001xfn.3	PRKCH	5583	chr14	61788514	62017698
uc010tsa.2	PRKCH	5583	chr14	61654286	62017698
uc010tsb.2	PRKCH	5583	chr14	61943884	62017698
uc001xfo.3	PRKCH	5583	chr14	62010079	62017698
uc001xfq.2	HIF1A	3091	chr14	62162118	62214977
uc001xfr.2	HIF1A	3091	chr14	62162118	62214977
uc021rua.1	HIF1A	3091	chr14	62164339	62214977
uc001xfs.2	HIF1A	3091	chr14	62162118	62214977
uc010tsc.1	HIF1A	3091	chr14	62162118	62193536
uc001xpq.3	VSX2	338917	chr14	74706174	74729441
uc001xrn.3	FOS	2353	chr14	75745480	75748937
uc010tva.2	FOS	2353	chr14	75745480	75748937
uc010asi.3	FOS	2353	chr14	75746345	75748937
uc001xrq.3	JDP2	122953	chr14	75898836	75939404
uc010tvc.2	JDP2	122953	chr14	75895059	75939404
uc010tvb.2	JDP2	122953	chr14	75894919	75939404
uc010asj.3	JDP2	122953	chr14	75894508	75939404
uc001xrr.3	BATF	10538	chr14	75988783	76013334
uc001xsr.3	ESRRB	2103	chr14	76837689	76968180
uc001xso.3	ESRRB	2103	chr14	76837689	76968180
uc001xsq.1	ESRRB	2103	chr14	76873885	76964854
uc001ygy.1	YY1	7528	chr14	100705101	100744804
uc001ymb.3	RCOR1	23186	chr14	103058995	103196913
uc001ymc.2	TRAF3	7187	chr14	103243815	103377837
uc001ymd.2	TRAF3	7187	chr14	103243815	103377837
uc001yme.2	TRAF3	7187	chr14	103243815	103377837
uc010txy.2	TRAF3	7187	chr14	103243815	103377837
uc001yph.3	SIVA1	10572	chr14	105219469	105225996
uc001ypi.3	SIVA1	10572	chr14	105219469	105225996
uc010tyj.1	SIVA1	10572	chr14	105219469	105223822
uc001ypg.1	SIVA1	10572	chr14	105219469	105225990
uc001yqx.3	MTA1	9112	chr14	105886185	105937057
uc001yqy.3	MTA1	9112	chr14	105886185	105937057
uc021seq.1	MTA1	9112	chr14	105886185	105937057
uc001yrb.3	MTA1	9112	chr14	105924606	105937057
uc001yqz.1	MTA1	9112	chr14	105905008	105927290
uc001yra.1	MTA1	9112	chr14	105905008	105927290
uc001vzs.2	ZNF219	51222	chr14	21558204	21567173
uc010aik.1	ZNF219	51222	chr14	21558204	21572863
uc001vzr.2	ZNF219	51222	chr14	21558204	21566808
uc001wbe.3	SALL2	6297	chr14	21989231	22005337
uc010tly.2	SALL2	6297	chr14	21989231	21994362
uc010tlz.1	SALL2	6297	chr14	21989472	21994362
uc001wbf.3	SALL2	6297	chr14	21989472	21994362
uc010tma.1	SALL2	6297	chr14	21989472	22005337
uc001wbg.1	SALL2	6297	chr14	21989472	22005337
uc001whz.3	AJUBA	84962	chr14	23440409	23451848
uc001why.3	AJUBA	84962	chr14	23440409	23446432
uc001wiv.2	CEBPE	1053	chr14	23586514	23588820
uc001wja.2	HOMEZ	57594	chr14	23742843	23755309
uc001wjb.2	HOMEZ	57594	chr14	23742843	23768747
uc010tno.2	ZFHX2	85446	chr14	23990063	24020858
uc001wke.3	ZFHX2	85446	chr14	23998602	24000930
uc010akq.3	ZFHX2	85446	chr14	23990063	23996011
uc001wlo.3	NRL	4901	chr14	24549315	24553832
uc001wlq.3	NRL	4901	chr14	24549315	24584223
uc001wlp.3	NRL	4901	chr14	24549315	24564339
uc021rrk.1	NRL	4901	chr14	24549315	24551155
uc001wqh.3	PRKD1	5587	chr14	30045686	30396899
uc001wqu.2	STRN3	29966	chr14	31363004	31495607
uc001wqv.2	STRN3	29966	chr14	31363004	31495607
uc010tpj.1	STRN3	29966	chr14	31363004	31495607
uc001wtf.4	NFKBIA	4792	chr14	35870715	35873960
uc001wtu.3	NKX2-1	7080	chr14	36985603	36989430
uc001wtt.3	NKX2-1	7080	chr14	36985603	36988903
uc001wtv.3	NKX2-1	7080	chr14	36985603	36989430
uc001wtx.3	NKX2-8	26257	chr14	37049215	37051786
uc001wuf.3	FOXA1	3169	chr14	38059190	38064489
uc010tpz.2	FOXA1	3169	chr14	38059190	38063467
uc001xby.3	TBPL2	387332	chr14	55880929	55907263
uc001xcq.3	OTX2	5015	chr14	57267424	57277184
uc001xcp.3	OTX2	5015	chr14	57267424	57272345
uc010aou.3	OTX2	5015	chr14	57267424	57277097
uc021rtm.1	OTX2	5015	chr14	57267424	57272345
uc001xez.4	C14orf39	317761	chr14	60902673	60952764
uc010apo.3	C14orf39	317761	chr14	60902673	60952764
uc001xfb.4	SIX1	6495	chr14	61111416	61116155
uc001xfc.3	SIX4	51804	chr14	61176255	61190852
uc010app.1	SIX4	51804	chr14	61184688	61191039
uc001xgu.3	ESR2	2100	chr14	64693750	64761128
uc001xgv.3	ESR2	2100	chr14	64693750	64805268
uc001xha.1	ESR2	2100	chr14	64699746	64761128
uc001xgy.2	ESR2	2100	chr14	64693750	64749793
uc001xgz.2	ESR2	2100	chr14	64701604	64749793
uc001xgw.3	ESR2	2100	chr14	64693750	64805268
uc001xgx.3	ESR2	2100	chr14	64693750	64805268
uc010aqb.1	ESR2	2100	chr14	64699746	64749793
uc010aqc.1	ESR2	2100	chr14	64699746	64749793
uc010aqd.1	ESR2	2100	chr14	64701687	64727466
uc001xhf.3	ZBTB25	7597	chr14	64953554	64970554
uc001xhg.3	ZBTB25	7597	chr14	64953554	64971931
uc001xhc.3	ZBTB25	7597	chr14	64915823	64971931
uc001xie.1	MAX	4149	chr14	65541844	65569227
uc001xif.1	MAX	4149	chr14	65541844	65569227
uc001xig.1	MAX	4149	chr14	65541844	65569227
uc001xij.1	MAX	4149	chr14	65544520	65569227
uc001xic.1	MAX	4149	chr14	65472891	65569227
uc001xik.3	MAX	4149	chr14	65550461	65569227
uc001xih.1	MAX	4149	chr14	65541844	65569227
uc001xii.1	MAX	4149	chr14	65544061	65569227
uc001xki.2	ZFP36L1	677	chr14	69254371	69260631
uc021rve.1	ZFP36L1	677	chr14	69254371	69262960
uc001xkh.2	ZFP36L1	677	chr14	69254371	69260631
uc001xmf.3	MED6	10001	chr14	71050956	71067384
uc010tth.2	MED6	10001	chr14	71050956	71067384
uc010tti.2	MED6	10001	chr14	71050956	71067384
uc001xmg.1	MED6	10001	chr14	71059227	71067384
uc010ttj.2	MED6	10001	chr14	71059294	71067384
uc001xvg.1	GTF2A1	2957	chr14	81646393	81687575
uc001xvf.1	GTF2A1	2957	chr14	81646393	81687294
uc010atb.1	GTF2A1	2957	chr14	81646393	81687294
uc001xxo.4	FOXN3	1112	chr14	89622515	90085494
uc001xxn.4	FOXN3	1112	chr14	89622515	89883454
uc010atk.3	FOXN3	1112	chr14	89622515	90085494
uc001xxp.2	FOXN3	1112	chr14	89878277	90085494
uc001xys.2	RPS6KA5	9252	chr14	91337166	91526993
uc001xyt.3	RPS6KA5	9252	chr14	91360318	91526993
uc010twi.1	RPS6KA5	9252	chr14	91337166	91526478
uc010att.1	RPS6KA5	9252	chr14	91366954	91526993
uc001ydu.3	GSC	145258	chr14	95234559	95236499
uc001yga.3	BCL11B	64919	chr14	99635624	99737822
uc001ygb.3	BCL11B	64919	chr14	99635624	99737822
uc001ypm.3	AKT1	207	chr14	105235686	105262080
uc001ypn.3	AKT1	207	chr14	105235686	105262080
uc001ypk.3	AKT1	207	chr14	105235686	105259938
uc001ypl.3	AKT1	207	chr14	105235686	105259938
uc010axa.3	AKT1	207	chr14	105235686	105260528
uc010tyk.2	AKT1	207	chr14	105235686	105244015
uc001ypj.3	AKT1	207	chr14	105235686	105238058
uc001yqp.2	BRF1	2972	chr14	105675622	105767329
uc010tyo.1	BRF1	2972	chr14	105675622	105781914
uc010axg.1	BRF1	2972	chr14	105675622	105767329
uc010typ.1	BRF1	2972	chr14	105675622	105781914
uc001yql.2	BRF1	2972	chr14	105675622	105714222
uc001yqo.2	BRF1	2972	chr14	105675622	105715741
uc001yqr.3	BRF1	2972	chr14	105722522	105767329
